featuretype,country,region,featurecode,featurename,pressures_info,pressures_source,use_for_statistics
species,RO,CON,5040,Acipenser gueldenstaedtii,,"Deak Gy., Badilita  A. M., Danalache T., Tudor M. (2014), The use of acoustic telemetry for providing an insight into sturgeons’ behavior and migration routes on Lower Danube, Journal of Environmental Protection and Ecology, Vol. 15, Iss. 3, ISSN 1311-5065.
Deak Gy., Badilita A. M., Popescu I., Raischi C. M., Manoliu P. A., Dorobantu G., Tanase G. S., Danalache T., Antohe A.G., Tudor M. (2013), Research Tools and Techniques for Sturgeons` Spawning Migration Monitoring, Universitas Publishing House, Petrosani, Romania.
Deák  Gy., Badilita A., Danalache T., Popescu I., Petrescu A., Uritescu B., Raykov V., Tanase  G., Raischi M. (2014), Monitoring the environmental impact of the works regarding the improvement of the navigation conditions on the Danube River between Calarasi and Braila, km 375 and km 175 - Zagreb, 5th Workshop on the Follow-up of the Joint Statement on Guiding Principles on the Development of Inland Navigation and Environmental Protection in Danube River Basin.
Deák  Gy. and Matei M. (2015), Methods, techniques and monitoring results regarding the sturgeon migration on Lower Danube (monitoring period 2010-present), Bern Convention, Strasbourg.
Deák  Gy., Badilita A., Danalache T., Raischi M.C., Olteanu M.V., Cristea A., Zamfir A.S., Lupei D.T., Luminaroiu L., Szekely L.C., Badea G., et. al. (2017), Methods, techniques and monitoring results regarding the sturgeon migration on Lower Danube (2011-2016), 3rd Bala Workshop – Bucharest, Romania.
Deak Gy., Raischi M. C., Georgescu L. P., Danalache T. M., Holban E., Boboc M. G., Matei M., Iticescu C., Olteanu M. V., Zamfir S., Cornateanu G. (2018), Methods and techniques for Lower Danube Sturgeon monitoring used for the assessment of anthropic activities pressures and the quantification of risks on these species”, ICFAM 2018: 20th International Conference on Fisheries and Aquaculture Management.
Deak Gy., Raischi M., Badilita A.M., Danalache T., Cristea A., Holban E., Zamfir S., Boboc G., Matei M., Uritescu B., Boaja (Popescu) I., Stefan D., Tudor G., Badea G., Gheorghe I., Cornateanu G., Raischi N., Silion M. (2017), Action for preserving sturgeon species from Lower Danube River, International Warsaw Invention Show, 09-11 octomber, Varsovia, Polonia.
Deak Gy., Raischi M.C., Badilita A.M., Danalache T., Cristea A., Holban E., Zamfir A., Boboc M.G., Matei M., Uritescu B., Boaja I., Stefan D., Tudor G. (2017), Actual status, pressures and preserving perspectives of sturgeon species from Lower Danube River, 8th International Symposium on Sturgeon (ISS8), 10-16 September, Vienna, Austria.
Danalache T. , Badilita A. M., Deak Gy., Holban E., Popescu I., Daescu A., Raischi M.C., Ghita G., Nicolae C.G., Diaconescu, S. (2017), Assessment of Bastroe Channel possible impact on Lower Danube sturgeon Migration, Aquaculture, Aquarium, Conservation & Legislation – International Journal of the Bioflux Society, 10(5): 1011-1018.
Danalache T. M., Deak Gy., Georgescu L. P., Raischi M. C., Cristea A., Holban E., Boboc M. G., Matei M., Iticescu C., Cornateanu G. (2018), Unique results of sturgeon juveniles behavior monitoring coming from aquaculture and released for the wild sturgeon species restocking on Lower Danube, Romania”, ICFAM 2018: 20th International Conference on Fisheries and Aquaculture Management.
Danalache T., Badilita A., Raischi M., Deak Gy., Holban E., Cristea A., Zamfir S., Olteanu M.V., Fronescu D., Cornateanu G., Gheorghe I. (2018), Sturgeon migration monitoring on Danube Delta Branches using ultrasonic telemetry and DKMR-01T monitoring system, 12th ELSEDIMA Conference, May 17-19, Cluj-Napoca, Romania.
Danalache T., Deak Gy., Cristea A., Zamfir S., Raischi M., Holban E., Bahaciu G., Nicolae C.G. (2018), Evolu?ia pescuitului comercial în România, perioada 1960-2015, Catalogul conferin?elor prezentate de USAMV Bucure?ti la INDAGRA, Romexpo, Bucure?ti, 2018.
Danalache T., Diaconescu S., Badilita A. M., Deak Gy., Holban E., Nicolae C.G. (2017), The importance of the Chilia branch for protecting and conservation of the anadromous migratory sturgeon. Scientific Papers Series D. Animal Science,  University of Agricultural Sciences and Veterinary Medicine of Bucharest, LX: 337-342.
National Institute for Research and Development in Environmental Protection Bucharest  et al.(2013), Study regarding the quality monitoring of the physical-chemical and biological components from Danube Delta and the adjacent coastline considering the transboundary impact of the Bastroe channel, during 2010-present, and the environment consequences analysis in the Danube Delta Biosphere Reservation and the adjacent coastline determined by the Bastroe Project
National Institute for Research and Development in Environmental Protection Bucharest (2011-2018), Monitoring the environmental impact of the works regarding the improvement of the navigation conditions on the Danube River between Calarasi and Braila, between km 375 and km 175 (monthly and intermediate reports - http://afdj.ro/en/content/romomed)
National Institute for Research and Development in Environmental Protection Bucharest (2013-2015), Assessment of the survival and spread in the Black Sea of the critically endangered sturgeon juveniles released in the Lower Danube – Pilot Project, financed via European Fisheries Fund through the Managing Authority of the Operational Program for Fisheries
National Institute for Research and Development in Environmental Protection Bucharest (2014), Study regarding the updating of the physical-chemical and biological components evaluation from Danube Delta and the adjacent coastline considering the transboundary impact of the Bastroe channel and establishing a transboundary monitoring system coordinated together with the Ukrainian part, in order to analyze the environmental impact on the Danube Delta Biosphere Reserve of the project regarding the construction of the deep sea navigation channel on the Bastroe branch
Raischi M.C., Badilita A.M., Danalache T.M., Deak Gy., Zamfir S., Cristea A., Daescu A.I., Holban E., Gheorghe I., Fronescu D., Nicolae A., Badea G., Raischi N., Laslo L. (2017), Assessment of the best techniques for sturgeon migration monitoring”, International Symposium ISB-INMA TEH, Agricultural and Mechanical Engineering, 26-28 october, University Politehnica of Bucharest, Romania.
Raischi M.C., Zamfir S.A., Cristea A., Deak Gy., Danalache T., Badilita A.M., Raischi S.N., Gheorghe I., Uritescu B. (2017), Research on improving the conservation status of sturgeon population from the natural habitats existing on the Lower Danube River using ultrasonic telemetry methods”, Conference: EUROINVENT 9th European Exhibition of Creativity and Innovation, Iasi, Romania.",Yes
species,RO,CON,6965,Cottus gobio all others,,"Management Plans:
Platoul Mehedin?i ?i al ariilor naturale protejate cu care se suprapune
Parcul Na?ional Cheile Nerei - Beu?ni?a ?i al siturilor Natura 2000 ROSCI0031 Cheile Nerei - Beu?ni?a ?i ROSPA0020 Cheile Nerei - Beu?ni?a
Parcul Na?ional Domogled-Valea Cernei ?i al siturilor Natura 2000 ROSCI0069 ?i ROSPA0035
Natura 2000 ROSCI0032 Cheile Rud?riei
ROSCI0051 Cu?ma ?i al celor 9 arii naturale protejate de interes na?ional incluse în sit
Natura 2000 ROSCI0129 Nordul Gorjului de Vest
ROSCI0219 Rusca Montan?
Natura 2000 ROSPA0011 Blahni?a, ROSCI0173 P?durea Stârmina, ROSCI0306 Jiana ?i ROSPA0024 Gruia-Gârla Mare, doar trupul care se suprapune par?ial cu ROSCI0306 Jiana
Natura 2000 ROSPA0027 Dealurile Homoroadelor ?i ROSCI0036 Cheile Vârghi?ului
Natura 2000 ROSPA0087 Mun?ii Trasc?ului, ROSCI0253 Trasc?u, ROSCI0300 Fâna?ele Pietroasa-Podeni, ROSCI0035 Cheile Turzii, ROSCI0034 Cheile Turenilor, precum ?i al celor 35 de arii naturale protejate de interes na?ional de pe suprafa?a acestora
Planul de management revizuit al Parcului Na?ional C?limani",Yes
species,RO,MBLS,4127,Alosa tanaica,,,Yes
species,RO,PAN,1214,Rana arvalis,,,Yes
species,RO,PAN,1898,Eleocharis carniolica,,,Yes
species,RO,PAN,4027,Arytrura musculus,,,Yes
species,RO,PAN,5037,Lacerta vivipara pannonica,,,Yes
species,RO,PAN,6169,Euphydryas maturna,,,Yes
species,RO,STE,1053,Zerynthia polyxena,,,Yes
species,RO,STE,1160,Zingel streber,,"Management plans:
Planul de management al Parcului Natural Balta Mic? a Br?ilei
Planul de management al sitului NATURA 2000 ROSPA0071 Lunca Siretului Inferior ?i al ariilor naturale protejate cu care se suprapune
Planul de management pentru ariile naturale protejate: ROSCI0022 Canaralele Dun?rii, ROSCI0053 Dealul Allah Bair, ROSPA0002 Allah Bair-Capidava, ROSPA0017 Canaralele de la Hâr?ova, ROSPA0039 Dun?re-Ostroave, Reciful neojurasic de la Topalu - 2352, Reciful fosilifer Seimenii Mari - 2355, Dealul Allah Bair - 2367, Ostrovul ?oimul - IV.19, Celea Mare-Valea lui Ene - IV.24, P?durea Cetate - IV.25, P?durea Bratca - IV.26, Canaralele din Portul Hâr?ova - 2.369, Locul fosilifer Cernavod? - 2.534, Punctul fosilifer Movila Banului",Yes
species,RO,STE,1303,Rhinolophus hipposideros,,,Yes
species,RO,STE,1317,Pipistrellus nathusii,,,Yes
species,RO,STE,1358,Mustela putorius,,,Yes
species,RO,STE,2125,Potentilla emilii-popii,,,Yes
species,RO,STE,2633,Mustela eversmanii,,,Yes
species,RO,STE,4097,Iris aphylla subsp. hungarica,,,Yes
species,RO,STE,5085,Barbus barbus,,Management plan Parcul Natural Balta Mic? a Br?ilei,Yes
species,RO,STE,6908,Morimus asper funereus,,,Yes
species,SE,ALP,1029,Margaritifera margaritifera,"See 5.12, 6.15 and 6.17",Beside the pressures responsible for the earlier declines some new ones have faced during the 21th century: a warmer climate/droughts and increase of short term regulation in rivers used for hydro power. These stressors are affecting M. margaritifera in all regions in Sweden.,Yes
species,SE,ALP,1912,Gulo gulo,"The illegal hunting is mostly a problem in the Alpine zone where conflicts with reindeer husbandry are abundant.
Recent studies shows that there is very little  genetic variation in the Swedish wolverine population, the effects of this is unknown at the moment.
Hunting to protect reindeer husbandry interests is quite common.",Same as general sources.,Yes
species,SE,BOR,1048,Aeshna viridis,,"Geese feeding on host plant, Stratiotes aloides. Expert judgment",Yes
species,SE,BOR,1095,Petromyzon marinus,,,No
species,SE,BOR,1096,Lampetra planeri,,,Yes
species,SE,BOR,1261,Lacerta agilis,,,Yes
species,SE,BOR,1318,Myotis dasycneme,,,Yes
species,SE,BOR,1326,Plecotus auritus,"Results from the survey above shows that churches with bat colonies had decreased significantly in frequency from 61% in 1980s to 38% by 2016. All abandoned churches had been fitted with flood-lights in the period between the two surveys. The loss of bat colonies from lit churches was highly significant and most obvious when lights were applied from all directions, leaving no dark corridor for the bats to leave and return to the roost. In contrast, in churches that were not lit, all of 13 bat colonies remained after 25+ years between the. This indicates that light is can be problem.","Rydell, J., Eklöf, J., Sánchez-Navarro, S. 2017. Age of enlightenment: long-term effects of outdoor aesthetic lights on bats in churches. R.Soc. open sci. 4: 161077",Yes
species,SE,BOR,1355,Lutra lutra,,,Yes
species,SE,BOR,1919,Agathidium pulchellum,"The beetle occur only at sites with even higher density of dead wood, >30 m3/ha. Generally, such high volumes of logs occur only in pristine old-growth forests, or in semi natural forests where some selective logging may have taken place in the past. This species is therefore threatened by intensive forestry management, in particular forestry clearance and the removal of dead and dying trees. It is also negatively threatened by drainage of forest. Overgrazing by elks also reduce future aspen trees.",See 4.2.,Yes
species,SE,BOR,4021,Phryganophilus ruficollis,"The pressure is intensive forestry management which have to low concentrations of dead wood. This species is therefore threatened by intensive forestry management, in particular forestry clearance and the removal of dead and dying trees. Lack of natural disturbance like forest fires, flooding is probably a threat. Also removal of dead trees after disturbance like storms.",See 4.2.,Yes
species,SE,BOR,6976,Pelophylax esculentus,,,No
species,SE,CON,1083,Lucanus cervus,"The species is threatened by ceased grazing, mainly because the old trees suffer from competition and shading from the younger ones. Many places also lack trees to be the next generation of suitable substrate. This will result in a gap in time when no suitable substrate is available. Forestry also isolate occurrences by low consideration, i.e. leaving large enough areas with suitable substrate and leaving trees that can be future substrate.",Se 4.2.,Yes
species,SE,CON,1313,Eptesicus nilssonii,,,Yes
species,SE,CON,1334,Lepus timidus,,,Yes
species,SE,MATL,1365,Phoca vitulina,"Limiting pollution is one of the resons for seal recovery over time.
Bycatch is not limiting to the population, but still a problem despite active measures in place.
Competition for food is the problems with fiseries.","Discussions with experts, same as sources for all info.",Yes
species,IE,MATL,5020,Balaenoptera musculus,"Blue whales may be subject to a number of local and/or regional environmental pressures and threats throughout their North Atlantic range and in Irish offshore waters. In the development and preparation of the Conservation Plan for Cetaceans in Irish waters (DEHLG, 2009), a comprehensive review of the pressures and threats believed and/or documented to be acting on this species and/or its functional group was undertaken.
The main pressures thought to be acting on this species in Irish waters are considered to involve commercial shipping-based activities that occur primarily on a local or regional scale and/or on a temporary or intermittent basis (e.g., impacts arising from shipping movements or geophysical seismic exploration; DEHLG, 2009).
Since current blue whale distribution is likely to be offshore Atlantic in nature, where a pressure may be regionally intensive the ranking given is one of medium importance due also to the species’ depleted population status.
It should be noted that in relation to seismic exploration, which tends to occur on a local or occasionally regional scale in the waters of Ireland's EEZ and is comparatively low in coverage relative to several other member states, a robust regulatory and management regime applies in order to avoid potentially significant impacts on all species of marine mammal.
This regime takes cognisance of recent scientific research and surveillance findings (e.g., Berrow et al., 2018; Rogan et al., 2018) and it is expected that this practice will continue into the future.
There is no evidence to suggest a change in the main pressures thought to be acting on this species in the near future (i.e., threats). However surveillance of the species and the pressures potentially acting upon it will continue, while the application of strong management measures (e.g., via the statutory/regulatory process) to avoid potentially significant impacts is also expected to continue.","https://www.npws.ie/marine/marine-species/cetaceans
https://www.dccae.gov.ie/en-ie/natural-resources/topics/Oil-Gas-Exploration-Production/Pages/home.aspx",Yes
species,IE,MATL,5033,Hyperoodon ampullatus,"Northern bottlenose whales may be subject to local and/or regional environmental pressures and threats throughout their North Atlantic range and in Irish inshore/offshore waters. In the development and preparation of the Conservation Plan for Cetaceans in Irish waters (DEHLG, 2009), a comprehensive review of the pressures and threats believed and/or documented to be acting on this species and/or its functional group was undertaken.
The main pressures thought to be acting on this species in Irish waters are considered to involve commercial shipping-based or vessel-based activities that occur primarily on a local or regional scale and/or on a temporary or intermittent basis (e.g., impacts arising from shipping movements or geophysical seismic exploration; DEHLG, 2009).
Among the potential pressures that may act on this species is the use of military sonars in the deeper ocean and adjacent continental margins which, while not employed by the Irish Naval Service, is known and documented to occur in the waters of Ireland’s EEZ (e.g., McCauley, 2015; Berrow et al., 2018). Such anthropogenic sound sources have been implicated previously in a number of beaked whale stranding events (DAHG, 2014) and questions remain with regard to an unusual series of strandings of this and other beaked whale species in western Ireland, the UK and adjacent states in August-September 2018 (DCHG, 2018 unpublished data; IWDG, 2018 unpublished data).
Since Northern bottlenose whale distribution is known to be primarily offshore in the deeper Atlantic Ocean, where there is a documented pressure that may be regionally intensive the ranking given is one of medium importance, given relatively low population estimates for the species (Cañadas et al., 2011; see also 6.2 above) and also uncertainty with regard to the species’ movements and population/breeding structure (Taylor et al., 2008).
It should be noted that in relation to seismic exploration, which tends to occur on a local or occasionally regional scale in the waters of Ireland's EEZ and is comparatively low in coverage relative to several other member states, a robust regulatory and management regime applies in order to avoid potentially significant impacts on all species of marine mammal.
This regime takes cognisance of recent scientific research and surveillance findings (e.g., Baines et al., 2013; McCauley, 2015; Frouin-Mouy et al., 2017; Hammond et al., 2017; Kavanagh et al., 2017; Rogan et al., 2017; O’Donnell et al., 2018; Berrow et al., 2018; Rogan et al., 2018) and it is expected that this practice will continue into the future.
There is no evidence to suggest a change in the main pressures thought to be acting on this species in the near future (i.e., threats). However surveillance of the species and the pressures potentially acting upon it will continue, while the application of strong management measures (e.g., via the statutory/regulatory process) to avoid potentially significant impacts is also expected to continue.","https://www.npws.ie/marine/marine-species/cetaceans
https://www.dccae.gov.ie/en-ie/natural-resources/topics/Oil-Gas-Exploration-Production/Pages/home.aspx
https://www.npws.ie/marine/best-practice-guidelines
http://www.iwdg.ie/news/?id=2758",Yes
