country,region,habitatcode,habitatname,priority,presence,group
FR,ATL,6130,Calaminarian grasslands of the Violetalia calaminariae,N,PRE,Grasslands
FR,ATL,4040,Dry Atlantic coastal heaths with Erica vagans,Y,PRE,Heath and scrub
FR,ATL,6120,Xeric sand calcareous grasslands,Y,PRE,Grasslands
FR,ATL,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
FR,ATL,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,PRE,Sclerophyllous scrub
FR,ATL,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
FR,ATL,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
GR,MED,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
GR,MED,62D0,Oro-Moesian acidophilous grasslands,N,PRE,Grasslands
GR,MED,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,PRE,Grasslands
GR,MED,6260,Pannonic sand steppes,Y,PRE,Grasslands
GR,MED,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
GR,MED,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
GR,MED,5420,Sarcopoterium spinosum phryganas,N,PRE,Sclerophyllous scrub
GR,MED,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
GR,MED,5430,Endemic phryganas of the Euphorbio-Verbascion,N,PRE,Sclerophyllous scrub
GR,MED,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
GR,MED,8320,Fields of lava and natural excavations,N,PRE,Rocky habitats
GR,MED,5330,Thermo-Mediterranean and pre-desert scrub,N,PRE,Sclerophyllous scrub
GR,MED,5310,Laurus nobilis thickets,N,PRE,Sclerophyllous scrub
GR,MED,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
GR,MED,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
GR,MED,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
GR,MED,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
GR,MED,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
GR,MED,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
GR,MED,8140,Eastern Mediterranean screes,N,PRE,Rocky habitats
GR,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
GR,MED,8310,Caves not open to the public,N,PRE,Rocky habitats
GR,MED,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
GR,MED,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
GR,MED,9140,Medio-European subalpine beech woods with Acer and Rumex arifolius,N,PRE,Forests
GR,MED,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
GR,MED,5230,Arborescent matorral with Laurus nobilis,Y,PRE,Sclerophyllous scrub
GR,MED,2110,Embryonic shifting dunes,N,PRE,Dune habitats
GR,MED,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
GR,MED,2270,Wooded dunes with Pinus pinea and/or Pinus pinaster,Y,PRE,Dune habitats
GR,MED,91CA,Rhodopide and Balkan Range Scots pine forests,N,PRE,Forests
GR,MED,1150,Coastal lagoons,Y,PRE,Coastal habitats
GR,MED,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
GR,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,PRE,Coastal habitats
GR,MED,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
GR,MED,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
GR,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
GR,MED,1430,Halo-nitrophilous scrubs (Pegano-Salsoletea),N,PRE,Coastal habitats
GR,MED,1510,Mediterranean salt steppes (Limonietalia),Y,PRE,Coastal habitats
GR,MED,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
GR,MED,2220,Dunes with Euphorbia terracina,N,PRE,Dune habitats
GR,MED,2230,Malcolmietalia dune grasslands,N,PRE,Dune habitats
GR,MED,2190,Humid dune slacks,N,PRE,Dune habitats
GR,MED,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,PRE,Dune habitats
GR,MED,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
GR,MED,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
GR,MED,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
GR,MED,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
GR,MED,3170,Mediterranean temporary ponds,Y,PRE,Freshwater habitats
GR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
GR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,N,PRE,Freshwater habitats
GR,MED,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
GR,MED,3280,Constantly flowing Mediterranean rivers with Paspalo-Agrostidion species and hanging curtains of Salix and Populus alba,N,PRE,Freshwater habitats
GR,MED,3290,Intermittently flowing Mediterranean rivers of the Paspalo-Agrostidion,N,PRE,Freshwater habitats
GR,MED,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
GR,MED,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
GR,MED,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,PRE,Sclerophyllous scrub
GR,MED,2250,Coastal dunes with Juniperus spp.,Y,PRE,Dune habitats
GR,MED,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
GR,MED,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
GR,MMED,1180,Submarine structures made by leaking gases,N,PRE,Coastal habitats
GR,MMED,1170,Reefs,N,PRE,Coastal habitats
GR,MMED,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
GR,MMED,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
GR,MMED,1130,Estuaries,N,PRE,Coastal habitats
GR,MMED,1120,Posidonia beds (Posidonion oceanicae),Y,PRE,Coastal habitats
GR,MED,95A0,High oro-Mediterranean pine forests,N,PRE,Forests
GR,MMED,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
GR,MED,9540,Mediterranean pine forests with endemic Mesogean pines,N,PRE,Forests
GR,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
GR,MED,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
GR,MED,9370,Palm groves of Phoenix,Y,PRE,Forests
GR,MED,9350,Quercus macrolepis forests,N,PRE,Forests
GR,MED,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
GR,MMED,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
GR,MED,91BA,Moesian silver fir forests,N,PRE,Forests
GR,MED,9340,Quercus ilex and Quercus rotundifolia forests,N,PRE,Forests
GR,MED,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
GR,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
GR,MED,9250,Quercus trojana woods,N,PRE,Forests
GR,MED,9260,Castanea sativa woods,N,PRE,Forests
GR,MED,9270,Hellenic beech forests with Abies borisii-regis,N,PRE,Forests
GR,MED,9280,Quercus frainetto woods,N,PRE,Forests
GR,MED,9290,Cupressus forests (Acero-Cupression),N,PRE,Forests
GR,MED,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
GR,MED,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,PRE,Forests
GR,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
GR,MED,9310,Aegean Quercus brachyphylla woods,N,PRE,Forests
GR,MED,9320,Olea and Ceratonia forests,N,PRE,Forests
HR,MED,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,PRE,Freshwater habitats
HR,MED,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
HR,MED,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
HR,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
HR,MED,2110,Embryonic shifting dunes,N,PRE,Dune habitats
HR,MED,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
HR,MED,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
HR,MED,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
HR,MED,3170,Mediterranean temporary ponds,Y,PRE,Freshwater habitats
HR,MED,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
HR,MED,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
HR,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,PRE,Coastal habitats
HR,MED,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
HR,MED,3180,Turloughs,Y,PRE,Freshwater habitats
HR,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
HR,MED,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
HR,CON,8310,Caves not open to the public,N,PRE,Rocky habitats
HR,MED,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
HR,CON,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
HR,CON,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
HR,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
HR,CON,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
HR,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
HR,MED,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
HR,CON,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
HR,CON,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,PRE,Forests
HR,CON,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),N,PRE,Forests
HR,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
HR,CON,9260,Castanea sativa woods,N,PRE,Forests
HR,MED,1150,Coastal lagoons,Y,PRE,Coastal habitats
HR,CON,91D0,Bog woodland,Y,PRE,Forests
HR,MMED,1120,Posidonia beds (Posidonion oceanicae),Y,PRE,Coastal habitats
HR,MED,8310,Caves not open to the public,N,PRE,Rocky habitats
HR,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
HR,MED,9320,Olea and Ceratonia forests,N,PRE,Forests
HR,MED,9340,Quercus ilex and Quercus rotundifolia forests,N,PRE,Forests
HR,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
HR,MED,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,PRE,Forests
HR,MMED,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
HR,CON,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
HR,MMED,1130,Estuaries,N,PRE,Coastal habitats
HR,MMED,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
HR,MMED,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
HR,MMED,1170,Reefs,N,PRE,Coastal habitats
HR,MMED,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
HR,MED,4070,Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),Y,MAR,Heath and scrub
HR,MED,9540,Mediterranean pine forests with endemic Mesogean pines,N,PRE,Forests
HR,MED,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
HR,MED,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
HR,MED,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
HR,MED,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
HR,MED,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
HR,MED,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
HR,MED,9260,Castanea sativa woods,N,PRE,Forests
HR,MED,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
HR,MED,5330,Thermo-Mediterranean and pre-desert scrub,N,PRE,Sclerophyllous scrub
HR,MED,6540,Sub-Mediterranean grasslands of the Molinio-Hordeion secalini,N,PRE,Grasslands
HR,MED,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
HR,MED,8140,Eastern Mediterranean screes,N,PRE,Rocky habitats
HR,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HR,CON,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HR,MED,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
HR,MED,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,PRE,Grasslands
HR,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
HR,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
HR,ALP,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
HR,ALP,6520,Mountain hay meadows,N,PRE,Grasslands
HR,CON,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
HR,ALP,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
HR,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
HR,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
HR,ALP,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,PRE,Grasslands
HR,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HR,ALP,8310,Caves not open to the public,N,PRE,Rocky habitats
HR,ALP,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
HR,ALP,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
HR,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
HR,ALP,91D0,Bog woodland,Y,PRE,Forests
HR,CON,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HR,ALP,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
HR,ALP,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
HR,ALP,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
HR,ALP,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
HR,ALP,3180,Turloughs,Y,PRE,Freshwater habitats
HR,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
HR,ALP,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
HR,ALP,4030,European dry heaths,N,PRE,Heath and scrub
HR,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
HR,ALP,4070,Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),Y,PRE,Heath and scrub
HR,ALP,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
HR,ALP,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
HR,ALP,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
HR,ALP,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
HR,ALP,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
HR,ALP,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,PRE,Freshwater habitats
HR,CON,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
HR,CON,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
HR,CON,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
HR,CON,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
HR,CON,6250,Pannonic loess steppic grasslands,Y,PRE,Grasslands
HR,CON,6260,Pannonic sand steppes,Y,PRE,Grasslands
HR,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
HR,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
HR,CON,6520,Mountain hay meadows,N,PRE,Grasslands
HR,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
HR,ALP,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
HR,CON,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
HR,ALP,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
HR,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
HR,CON,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
HR,CON,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
HR,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
HR,CON,4030,European dry heaths,N,PRE,Heath and scrub
HR,ALP,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,PRE,Forests
HR,ALP,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),N,PRE,Forests
HR,ALP,91R0,Dinaric dolomite Scots pine forests (Genisto januensis-Pinetum),N,PRE,Forests
HR,ALP,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
HR,ALP,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
HR,CON,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
HR,CON,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,PRE,Freshwater habitats
HR,CON,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
HR,CON,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
HR,CON,3230,Alpine rivers and their ligneous vegetation with Myricaria germanica,N,PRE,Freshwater habitats
HR,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
HR,CON,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
HR,CON,2340,Pannonic inland dunes,Y,PRE,Dune habitats
HU,PAN,8310,Caves not open to the public,N,PRE,Rocky habitats
HU,PAN,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
HU,PAN,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HU,PAN,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
HU,PAN,8150,Medio-European upland siliceous screes,N,PRE,Rocky habitats
HU,PAN,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
HU,PAN,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
HU,PAN,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
HU,PAN,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,PRE,Forests
HU,PAN,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
HU,PAN,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
HU,PAN,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
HU,PAN,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
HU,PAN,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
HU,PAN,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
HU,PAN,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,PRE,Forests
HU,PAN,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
HU,PAN,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
HU,PAN,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),N,PRE,Forests
HU,PAN,91N0,Pannonic inland sand dune thicket (Junipero-Populetum albae),Y,PRE,Forests
HU,PAN,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
HU,PAN,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
HU,PAN,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
HU,PAN,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
HU,PAN,2340,Pannonic inland dunes,Y,PRE,Dune habitats
HU,PAN,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
HU,PAN,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
HU,PAN,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
HU,PAN,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
HU,PAN,4030,European dry heaths,N,PRE,Heath and scrub
HU,PAN,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
HU,PAN,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
HU,PAN,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
HU,PAN,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
HU,PAN,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
HU,PAN,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,PRE,Grasslands
HU,PAN,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
HU,PAN,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,PRE,Grasslands
HU,PAN,6520,Mountain hay meadows,N,PRE,Grasslands
HU,PAN,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
HU,PAN,6260,Pannonic sand steppes,Y,PRE,Grasslands
HU,PAN,6250,Pannonic loess steppic grasslands,Y,PRE,Grasslands
HU,PAN,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
HU,PAN,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
HU,PAN,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
IE,ATL,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
IE,ATL,7130,Blanket bogs (* if active bog),N,PRE,"Bogs, mires and fens"
IE,ATL,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
IE,ATL,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
IE,ATL,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
IE,ATL,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
IE,ATL,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
IE,ATL,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
IE,ATL,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
IE,ATL,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
IE,ATL,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
IE,ATL,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
IE,ATL,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
IE,MATL,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
IE,ATL,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
IE,ATL,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
IE,ATL,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
IE,ATL,8240,Limestone pavements,Y,PRE,Rocky habitats
IE,ATL,8310,Caves not open to the public,N,PRE,Rocky habitats
IE,ATL,91A0,Old sessile oak woods with Ilex and Blechnum in the British Isles,N,PRE,Forests
IE,ATL,91D0,Bog woodland,Y,PRE,Forests
IE,ATL,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
