country,region,speciescode,speciesname,assessment_speciescode,assessment_speciesname,presence,priority,annexII,annexIV,annexV,group
BG,ALP,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
PT,ATL,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
PL,CON,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
RO,ALP,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
RO,BLS,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
AT,ALP,1083,Lucanus cervus,1083,Lucanus cervus,PRE,N,Y,N,N,Arthropods
PT,MED,5281,Luciobarbus bocagei,5281,Luciobarbus bocagei,PRE,N,N,N,Y-CTC,Fish
PT,ATL,5281,Luciobarbus bocagei,5281,Luciobarbus bocagei,PRE,N,N,N,Y-CTC,Fish
ES,ATL,5281,Luciobarbus bocagei,5281,Luciobarbus bocagei,PRE,N,N,N,Y-CTC,Fish
ES,MED,5281,Luciobarbus bocagei,5281,Luciobarbus bocagei,PRE,N,N,N,Y-CTC,Fish
PT,MED,6168,Luciobarbus comizo,6168,Luciobarbus comizo,PRE,N,Y-CTC,N,Y-CTC,Fish
ES,MED,6168,Luciobarbus comizo,6168,Luciobarbus comizo,PRE,N,Y-CTC,N,Y-CTC,Fish
GR,MED,5282,Luciobarbus graecus,5282,Luciobarbus graecus,PRE,N,N,N,Y-CTC,Fish
ES,ATL,5283,Luciobarbus graellsii,5283,Luciobarbus graellsii,PRE,N,N,N,Y-CTC,Fish
ES,ALP,5283,Luciobarbus graellsii,5283,Luciobarbus graellsii,PRE,N,N,N,Y-CTC,Fish
ES,MED,5283,Luciobarbus graellsii,5283,Luciobarbus graellsii,PRE,N,N,N,Y-CTC,Fish
ES,MED,5284,Luciobarbus guiraonis,5284,Luciobarbus guiraonis,PRE,N,N,N,Y-CTC,Fish
PT,MED,5285,Luciobarbus microcephalus,5285,Luciobarbus microcephalus,PRE,N,N,N,Y-CTC,Fish
ES,MED,5285,Luciobarbus microcephalus,5285,Luciobarbus microcephalus,PRE,N,N,N,Y-CTC,Fish
ES,MED,5286,Luciobarbus sclateri,5286,Luciobarbus sclateri,PRE,N,N,N,Y-CTC,Fish
PT,MED,5286,Luciobarbus sclateri,5286,Luciobarbus sclateri,PRE,N,N,N,Y-CTC,Fish
PT,MED,5287,Luciobarbus steindachneri,5287,Luciobarbus steindachneri,PRE,N,N,N,Y-CTC,Fish
FR,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
SE,BOR,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
ES,ALP,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
CZ,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
BE,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
DE,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
NL,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
BE,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
ES,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
UK,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
DK,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
DE,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
FR,ATL,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
ES,MED,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
PL,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
SE,CON,1831,Luronium natans,1831,Luronium natans,PRE,N,Y,Y,N,Vascular plants
RO,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
IE,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
RO,PAN,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
PT,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
DE,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
UK,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SK,PAN,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
CZ,PAN,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
RO,STE,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
HR,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
LT,BOR,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
LV,BOR,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
ES,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
FR,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
ES,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
BG,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
PT,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
PL,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
CZ,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
BG,BLS,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
DK,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
FR,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
BE,ATL,1355,Lutra lutra,1355,Lutra lutra,OCC,N,Y,Y,N,Mammals
DK,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
HR,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
BG,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
HU,PAN,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
RO,BLS,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
BE,CON,1355,Lutra lutra,1355,Lutra lutra,EXp,N,Y,Y,N,Mammals
SK,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SI,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
FI,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SI,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
DE,ATL,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SE,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
IT,CON,1355,Lutra lutra,1355,Lutra lutra,ARR,N,Y,Y,N,Mammals
IT,ALP,1355,Lutra lutra,1355,Lutra lutra,ARR,N,Y,Y,N,Mammals
IT,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
FI,BOR,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
HR,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
AT,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
RO,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
FR,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
NL,ATL,1355,Lutra lutra,1355,Lutra lutra,ARR,N,Y,Y,N,Mammals
FR,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
AT,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
ES,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
EE,BOR,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SE,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SE,BOR,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
GR,MED,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
PL,CON,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
LU,CON,1355,Lutra lutra,1355,Lutra lutra,EXp,N,Y,Y,N,Mammals
DE,ALP,1355,Lutra lutra,1355,Lutra lutra,PRE,N,Y,Y,N,Mammals
SE,ALP,1961,Luzula arctica,1961,Luzula arctica,PRE,N,Y,Y,N,Vascular plants
DE,ATL,1060,Lycaena dispar,1060,Lycaena dispar,EXp,N,Y,Y,N,Arthropods
LV,BOR,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
IT,MED,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
FR,ALP,1060,Lycaena dispar,1060,Lycaena dispar,MAR,N,Y,Y,N,Arthropods
RO,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
DE,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
RO,BLS,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
BG,BLS,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
BG,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
BE,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
PL,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
BG,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
FR,ATL,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
DK,CON,1060,Lycaena dispar,1060,Lycaena dispar,EXp,N,Y,Y,N,Arthropods
HR,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
FR,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
HR,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
SK,PAN,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
SK,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
LU,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
SI,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
HU,PAN,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
IT,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
SI,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
CZ,PAN,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
AT,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
HR,MED,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
PL,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
RO,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
IT,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
AT,ALP,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
GR,MED,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
EE,BOR,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
FI,BOR,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
RO,STE,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
CZ,CON,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
RO,PAN,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
NL,ATL,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
LT,BOR,1060,Lycaena dispar,1060,Lycaena dispar,PRE,N,Y,Y,N,Arthropods
BE,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
AT,CON,4038,Lycaena helle,4038,Lycaena helle,EXp,N,Y,Y,N,Arthropods
BG,ALP,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
DE,ALP,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
SE,BOR,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
FI,BOR,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
FR,ALP,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
FR,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
DE,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
PL,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
AT,ALP,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
SE,ALP,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
LT,BOR,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
SK,PAN,4038,Lycaena helle,4038,Lycaena helle,EXp,N,Y,Y,N,Arthropods
SK,ALP,4038,Lycaena helle,4038,Lycaena helle,EXp,N,Y,Y,N,Arthropods
RO,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
LU,CON,4038,Lycaena helle,4038,Lycaena helle,PRE,N,Y,Y,N,Arthropods
GR,MED,5359,Lyciasalamandra helverseni,5359,Lyciasalamandra helverseni,PRE,N,Y-CTC,Y-CTC,N,Amphibians
SE,CON,5191,Lycopodiella inundata,5191,Lycopodiella inundata,OPT,N,N,N,Y-CTC,Vascular plants
SE,BOR,5191,Lycopodiella inundata,5191,Lycopodiella inundata,OPT,N,N,N,Y-CTC,Vascular plants
NL,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
LV,BOR,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FR,MED,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
HR,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
PT,MAC,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FI,BOR,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
PL,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SE,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SK,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
AT,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
ES,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
HR,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FI,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
BG,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SE,BOR,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
RO,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
IT,MED,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
DE,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FR,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SI,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
LU,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
LT,BOR,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
HU,PAN,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
IT,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
BE,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SE,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
DK,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
ES,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
IT,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
HR,MED,1413,Lycopodium spp.,1413,Lycopodium spp.,SCR,N,N,N,Y,Vascular plants
SK,PAN,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FR,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SI,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
ES,MED,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
EE,BOR,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
BE,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
CZ,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
PT,MED,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
DE,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
BG,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
UK,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
PL,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
AT,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
FR,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
PT,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
IE,ATL,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
DK,CON,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
DE,ALP,1413,Lycopodium spp.,1413,Lycopodium spp.,PRE,N,N,N,Y,Vascular plants
SE,BOR,5107,Lycopodium zeilleri,5107,Lycopodium zeilleri,OPT,N,N,N,Y-HTL,Vascular plants
LV,BOR,1361,Lynx lynx,1361,Lynx lynx,PRE,N,N,Y,N,Mammals
FR,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
DE,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
RO,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
NL,ATL,1361,Lynx lynx,1361,Lynx lynx,OCC,N,Y,Y,N,Mammals
AT,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
IT,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
EE,BOR,1361,Lynx lynx,1361,Lynx lynx,PRE,N,N,N,Y,Mammals
PL,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
HR,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
GR,MED,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
SK,PAN,1361,Lynx lynx,1361,Lynx lynx,MAR,N,Y,Y,N,Mammals
SE,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
SE,BOR,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
FI,BOR,1361,Lynx lynx,1361,Lynx lynx,PRE,N,N,Y,N,Mammals
BG,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
HR,CON,1361,Lynx lynx,1361,Lynx lynx,MAR,N,Y,Y,N,Mammals
HR,MED,1361,Lynx lynx,1361,Lynx lynx,MAR,N,Y,Y,N,Mammals
LT,BOR,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
BG,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
AT,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
HU,PAN,1361,Lynx lynx,1361,Lynx lynx,EXp,N,Y,Y,N,Mammals
PL,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
SK,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
CZ,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
SE,CON,1361,Lynx lynx,1361,Lynx lynx,MAR,N,Y,Y,N,Mammals
FR,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
RO,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
BE,CON,1361,Lynx lynx,1361,Lynx lynx,SCR,N,Y,Y,N,Mammals
SI,CON,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
BG,BLS,1361,Lynx lynx,1361,Lynx lynx,OCC,N,Y,Y,N,Mammals
FR,MED,1361,Lynx lynx,1361,Lynx lynx,MAR,N,Y,Y,N,Mammals
SI,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,Y,Y,N,Mammals
FI,ALP,1361,Lynx lynx,1361,Lynx lynx,PRE,N,N,Y,N,Mammals
ES,MED,1362,Lynx pardinus,1362,Lynx pardinus,PRE,Y,Y,Y,N,Mammals
PT,MED,1362,Lynx pardinus,1362,Lynx pardinus,PRE,Y,Y,Y,N,Mammals
ES,MED,1598,Lythrum flexuosum,1598,Lythrum flexuosum,PRE,Y,Y,Y,N,Vascular plants
PT,ATL,1036,Macromia splendens,1036,Macromia splendens,MAR,N,Y,Y,N,Arthropods
ES,MED,1036,Macromia splendens,1036,Macromia splendens,PRE,N,Y,Y,N,Arthropods
FR,ATL,1036,Macromia splendens,1036,Macromia splendens,PRE,N,Y,Y,N,Arthropods
FR,CON,1036,Macromia splendens,1036,Macromia splendens,MAR,N,Y,Y,N,Arthropods
PT,MED,1036,Macromia splendens,1036,Macromia splendens,PRE,N,Y,Y,N,Arthropods
FR,MED,1036,Macromia splendens,1036,Macromia splendens,PRE,N,Y,Y,N,Arthropods
ES,ATL,1036,Macromia splendens,1036,Macromia splendens,PRE,N,Y,Y,N,Arthropods
FI,BOR,1922,Macroplea pubipennis,1922,Macroplea pubipennis,PRE,N,Y,N,N,Arthropods
SE,BOR,1922,Macroplea pubipennis,1922,Macroplea pubipennis,ARR,N,Y,N,N,Arthropods
PT,MED,1094,Macrothele calpeiana,1094,Macrothele calpeiana,PRE,N,N,Y,N,Arthropods
ES,MED,1094,Macrothele calpeiana,1094,Macrothele calpeiana,PRE,N,N,Y,N,Arthropods
UK,MED,1094,Macrothele calpeiana,1094,Macrothele calpeiana,PRE,N,N,Y,N,Arthropods
GR,MED,1296,Macrovipera schweizeri,1296,Macrovipera schweizeri,PRE,Y,Y,Y,N,Reptiles
HR,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
FR,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
PL,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
FR,MED,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
FR,ATL,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
EE,BOR,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
SI,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
SE,BOR,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
DK,ATL,1058,Maculinea arion,1058,Maculinea arion,EXp,N,N,Y,N,Arthropods
FI,BOR,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
SI,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
DK,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
UK,ATL,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
ES,ATL,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
BG,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
BG,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
DE,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
ES,MED,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
DE,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
SE,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
FR,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
LV,BOR,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
ES,ALP,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
GR,MED,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
DE,ATL,1058,Maculinea arion,1058,Maculinea arion,EXp,N,N,Y,N,Arthropods
AT,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
CZ,CON,1058,Maculinea arion,1058,Maculinea arion,PRE,N,N,Y,N,Arthropods
